account_id,customer_id,product_type,open_date,current_balance,avg_monthly_turnover,dormant_flag
10490,149,current,2021-06-06,7553.33,1110.26,0
10491,2408,current,2020-10-26,6993.99,6811.21,0
10492,153,savings,2023-05-09,6796.14,2252.54,1
10493,2021,current,2021-04-09,2904.19,1826.12,0
10494,2193,current,2021-12-17,1421.73,3530.18,0
10495,736,savings,2020-07-08,2745.22,383.17,0
10496,753,current,2023-11-14,577.68,3252.52,0
10497,1454,savings,2020-10-19,1615.96,3697.96,0
10498,1806,current,2021-11-25,7912.05,5063.56,0
10499,301,current,2022-01-12,5327.19,1308.99,1
10500,593,current,2020-03-18,3578.86,2006.1,0
10501,1886,savings,2023-11-16,5255.23,3635.32,0
10502,2019,credit,2023-02-02,1153.75,1417.81,0
10503,385,current,2022-09-15,6005.25,3855.37,0
10504,2225,current,2020-11-20,2314.56,3522.6,0
10505,2168,current,2020-04-07,13394.44,348.53,0
10506,2170,current,2020-04-11,9240.33,6066.9,0
10507,602,current,2023-02-14,8738.8,1451.85,0
10508,1673,credit,2023-09-26,6912.67,3317.59,0
10509,402,savings,2023-12-22,9748.59,10238.84,0
10510,492,current,2023-12-31,6026.52,1592.77,0
10511,178,current,2021-12-19,3505.79,4459.37,0
10512,1233,current,2020-01-03,8835.86,11920.85,0
10513,1779,current,2021-03-23,11815.45,4933.83,0
10514,497,current,2023-12-07,3036.4,6941.83,0
10515,466,credit,2023-10-26,1813.82,1184.54,0
10516,693,current,2022-07-15,18583.02,8566.25,1
