case_id,transaction_id,account_id,review_outcome,confirmed_loss,recovery_amount,investigator_team
50074,415,10054,not_substantiated,0.0,0.0,L1_auto
50075,419,10055,not_substantiated,0.0,0.0,L2_analyst
50076,423,10055,substantiated,191.38,119.61,L1_auto
50077,424,10055,not_substantiated,0.0,0.0,L1_auto
50078,425,10055,not_substantiated,0.0,0.0,L1_auto
50079,429,10056,substantiated,75.14,46.96,L1_auto
50080,436,10058,not_substantiated,0.0,0.0,L2_analyst
50081,439,10058,substantiated,278.6,174.12,L2_analyst
50082,441,10058,not_substantiated,0.0,0.0,L3_specialist
50083,454,10059,not_substantiated,0.0,0.0,L2_analyst
50084,461,10060,not_substantiated,0.0,0.0,L1_auto
50085,463,10060,not_substantiated,0.0,0.0,L1_auto
50086,472,10062,not_substantiated,0.0,0.0,L2_analyst
50087,474,10062,substantiated,261.67,163.54,L2_analyst
50088,477,10063,not_substantiated,0.0,0.0,L1_auto
50089,479,10063,not_substantiated,0.0,0.0,L3_specialist
50090,485,10063,monitor,0.0,0.0,L1_auto
50091,491,10065,monitor,0.0,0.0,L3_specialist
50092,492,10066,monitor,0.0,0.0,L1_auto
50093,495,10066,substantiated,268.33,167.71,L1_auto
50094,509,10067,not_substantiated,0.0,0.0,L1_auto
50095,513,10068,not_substantiated,0.0,0.0,L1_auto
50096,521,10068,substantiated,334.3,208.94,L1_auto
50097,522,10068,substantiated,82.46,51.54,L2_analyst
50098,524,10069,not_substantiated,0.0,0.0,L1_auto
50099,533,10070,not_substantiated,0.0,0.0,L2_analyst
50100,543,10071,not_substantiated,0.0,0.0,L2_analyst
50101,549,10072,not_substantiated,0.0,0.0,L2_analyst
50102,558,10073,monitor,0.0,0.0,L1_auto
50103,560,10074,substantiated,160.47,100.3,L1_auto
50104,564,10075,monitor,0.0,0.0,L1_auto
50105,567,10075,not_substantiated,0.0,0.0,L1_auto
50106,568,10075,monitor,0.0,0.0,L1_auto
50107,578,10075,not_substantiated,0.0,0.0,L2_analyst
50108,588,10076,monitor,0.0,0.0,L2_analyst
50109,600,10078,not_substantiated,0.0,0.0,L2_analyst
50110,606,10079,substantiated,366.47,229.04,L1_auto
50111,615,10080,not_substantiated,0.0,0.0,L1_auto
50112,617,10080,substantiated,56.06,35.04,L1_auto
50113,628,10081,monitor,0.0,0.0,L2_analyst
50114,629,10081,substantiated,115.18,71.98,L1_auto
50115,631,10082,monitor,0.0,0.0,L1_auto
50116,636,10082,not_substantiated,0.0,0.0,L1_auto
50117,640,10083,not_substantiated,0.0,0.0,L3_specialist
50118,641,10083,not_substantiated,0.0,0.0,L2_analyst
50119,643,10083,not_substantiated,0.0,0.0,L1_auto
50120,661,10086,not_substantiated,0.0,0.0,L3_specialist
50121,663,10086,not_substantiated,0.0,0.0,L1_auto
50122,670,10087,substantiated,41.97,26.23,L2_analyst
50123,680,10090,substantiated,433.09,270.68,L2_analyst
50124,683,10090,not_substantiated,0.0,0.0,L1_auto
50125,700,10092,substantiated,111.86,69.91,L2_analyst
50126,704,10093,monitor,0.0,0.0,L3_specialist
50127,706,10093,monitor,0.0,0.0,L1_auto
50128,711,10094,not_substantiated,0.0,0.0,L1_auto
50129,712,10094,not_substantiated,0.0,0.0,L1_auto
50130,714,10094,not_substantiated,0.0,0.0,L1_auto
50131,715,10094,monitor,0.0,0.0,L1_auto
50132,719,10095,not_substantiated,0.0,0.0,L1_auto
50133,721,10095,not_substantiated,0.0,0.0,L1_auto
50134,738,10097,monitor,0.0,0.0,L2_analyst
50135,739,10097,substantiated,239.54,149.71,L2_analyst
50136,740,10097,not_substantiated,0.0,0.0,L2_analyst
50137,753,10100,monitor,0.0,0.0,L1_auto
50138,754,10100,not_substantiated,0.0,0.0,L2_analyst
50139,755,10100,not_substantiated,0.0,0.0,L1_auto
50140,773,10102,substantiated,111.42,69.64,L1_auto
50141,774,10102,not_substantiated,0.0,0.0,L2_analyst
50142,776,10102,substantiated,129.8,81.12,L2_analyst
50143,786,10103,monitor,0.0,0.0,L2_analyst
50144,795,10104,not_substantiated,0.0,0.0,L2_analyst
50145,801,10104,monitor,0.0,0.0,L3_specialist
50146,802,10104,not_substantiated,0.0,0.0,L1_auto
50147,806,10105,not_substantiated,0.0,0.0,L2_analyst
50148,816,10106,not_substantiated,0.0,0.0,L1_auto
50149,822,10107,monitor,0.0,0.0,L1_auto
50150,828,10108,substantiated,149.18,93.24,L2_analyst
50151,829,10108,not_substantiated,0.0,0.0,L3_specialist
50152,835,10109,monitor,0.0,0.0,L1_auto
50153,838,10109,not_substantiated,0.0,0.0,L3_specialist
50154,860,10112,not_substantiated,0.0,0.0,L3_specialist
50155,862,10112,monitor,0.0,0.0,L1_auto
50156,875,10113,monitor,0.0,0.0,L2_analyst
50157,878,10113,not_substantiated,0.0,0.0,L2_analyst
50158,880,10113,not_substantiated,0.0,0.0,L1_auto
50159,887,10114,not_substantiated,0.0,0.0,L3_specialist
50160,893,10114,not_substantiated,0.0,0.0,L1_auto
50161,896,10115,monitor,0.0,0.0,L1_auto
50162,904,10116,monitor,0.0,0.0,L2_analyst
50163,907,10117,substantiated,436.74,272.96,L2_analyst
50164,920,10118,not_substantiated,0.0,0.0,L2_analyst
50165,922,10118,not_substantiated,0.0,0.0,L3_specialist
50166,926,10119,not_substantiated,0.0,0.0,L1_auto
50167,937,10121,substantiated,73.78,46.12,L1_auto
50168,943,10122,not_substantiated,0.0,0.0,L1_auto
50169,949,10122,not_substantiated,0.0,0.0,L2_analyst
50170,952,10122,not_substantiated,0.0,0.0,L2_analyst
50171,956,10123,substantiated,68.3,42.69,L2_analyst
50172,969,10125,monitor,0.0,0.0,L2_analyst
50173,987,10128,substantiated,88.92,55.58,L2_analyst
50174,988,10128,substantiated,144.98,90.61,L3_specialist
50175,992,10129,not_substantiated,0.0,0.0,L2_analyst
50176,999,10130,substantiated,235.43,147.15,L2_analyst
50177,1001,10130,not_substantiated,0.0,0.0,L1_auto
50178,1006,10130,not_substantiated,0.0,0.0,L2_analyst
50179,1009,10131,monitor,0.0,0.0,L2_analyst
50180,1024,10133,not_substantiated,0.0,0.0,L1_auto
50181,1039,10135,not_substantiated,0.0,0.0,L1_auto
50182,1043,10135,monitor,0.0,0.0,L1_auto
50183,1049,10136,monitor,0.0,0.0,L2_analyst
50184,1055,10138,monitor,0.0,0.0,L2_analyst
50185,1083,10140,monitor,0.0,0.0,L3_specialist
50186,1085,10140,not_substantiated,0.0,0.0,L2_analyst
50187,1087,10141,monitor,0.0,0.0,L2_analyst
50188,1089,10141,not_substantiated,0.0,0.0,L1_auto
50189,1091,10141,substantiated,201.59,126.0,L2_analyst
50190,1092,10141,not_substantiated,0.0,0.0,L1_auto
50191,1098,10141,not_substantiated,0.0,0.0,L2_analyst
50192,1104,10142,monitor,0.0,0.0,L1_auto
50193,1106,10142,monitor,0.0,0.0,L3_specialist
50194,1107,10142,not_substantiated,0.0,0.0,L2_analyst
50195,1113,10144,not_substantiated,0.0,0.0,L2_analyst
50196,1114,10144,not_substantiated,0.0,0.0,L1_auto
50197,1117,10144,substantiated,198.81,124.26,L2_analyst
50198,1118,10144,not_substantiated,0.0,0.0,L1_auto
50199,1119,10144,not_substantiated,0.0,0.0,L2_analyst
50200,1123,10145,not_substantiated,0.0,0.0,L1_auto
50201,1124,10145,not_substantiated,0.0,0.0,L1_auto
50202,1132,10146,substantiated,53.82,33.64,L2_analyst
50203,1143,10148,not_substantiated,0.0,0.0,L2_analyst
50204,1153,10149,monitor,0.0,0.0,L2_analyst
50205,1156,10149,not_substantiated,0.0,0.0,L1_auto
50206,1162,10150,not_substantiated,0.0,0.0,L1_auto
50207,1171,10151,not_substantiated,0.0,0.0,L1_auto
50208,1173,10151,substantiated,333.82,208.64,L1_auto
50209,1174,10151,not_substantiated,0.0,0.0,L2_analyst
50210,1181,10152,not_substantiated,0.0,0.0,L1_auto
50211,1189,10153,monitor,0.0,0.0,L1_auto
50212,1194,10153,monitor,0.0,0.0,L2_analyst
50213,1195,10153,monitor,0.0,0.0,L1_auto
50214,1204,10155,substantiated,79.77,49.86,L3_specialist
50215,1212,10156,not_substantiated,0.0,0.0,L1_auto
50216,1216,10156,not_substantiated,0.0,0.0,L3_specialist
50217,1217,10156,monitor,0.0,0.0,L3_specialist
50218,1234,10159,substantiated,200.16,125.1,L1_auto
50219,1236,10159,substantiated,133.27,83.3,L2_analyst
50220,1240,10160,not_substantiated,0.0,0.0,L2_analyst
50221,1249,10161,not_substantiated,0.0,0.0,L1_auto
50222,1254,10161,not_substantiated,0.0,0.0,L2_analyst
50223,1262,10162,monitor,0.0,0.0,L1_auto
50224,1277,10164,monitor,0.0,0.0,L2_analyst
50225,1292,10166,monitor,0.0,0.0,L2_analyst
50226,1303,10167,not_substantiated,0.0,0.0,L1_auto
50227,1309,10168,not_substantiated,0.0,0.0,L2_analyst
50228,1310,10168,not_substantiated,0.0,0.0,L2_analyst
50229,1315,10168,not_substantiated,0.0,0.0,L2_analyst
50230,1318,10169,not_substantiated,0.0,0.0,L1_auto
50231,1321,10169,not_substantiated,0.0,0.0,L2_analyst
50232,1329,10170,not_substantiated,0.0,0.0,L1_auto
50233,1352,10173,not_substantiated,0.0,0.0,L3_specialist
50234,1353,10173,monitor,0.0,0.0,L1_auto
50235,1356,10174,substantiated,183.86,114.91,L1_auto
50236,1357,10174,monitor,0.0,0.0,L1_auto
50237,1364,10175,substantiated,69.78,43.61,L1_auto
50238,1365,10175,not_substantiated,0.0,0.0,L1_auto
50239,1369,10175,not_substantiated,0.0,0.0,L1_auto
50240,1370,10176,monitor,0.0,0.0,L2_analyst
50241,1372,10176,not_substantiated,0.0,0.0,L3_specialist
50242,1382,10177,monitor,0.0,0.0,L1_auto
50243,1394,10179,not_substantiated,0.0,0.0,L1_auto
50244,1400,10180,monitor,0.0,0.0,L2_analyst
50245,1401,10180,substantiated,452.0,282.5,L1_auto
50246,1403,10180,not_substantiated,0.0,0.0,L2_analyst
50247,1410,10181,not_substantiated,0.0,0.0,L2_analyst
50248,1418,10182,not_substantiated,0.0,0.0,L1_auto
50249,1421,10183,substantiated,99.1,61.94,L2_analyst
50250,1425,10183,not_substantiated,0.0,0.0,L1_auto
50251,1430,10184,not_substantiated,0.0,0.0,L2_analyst
50252,1431,10185,not_substantiated,0.0,0.0,L3_specialist
50253,1435,10185,not_substantiated,0.0,0.0,L1_auto
50254,1440,10186,monitor,0.0,0.0,L2_analyst
50255,1454,10187,monitor,0.0,0.0,L1_auto
50256,1456,10187,not_substantiated,0.0,0.0,L1_auto
50257,1459,10188,substantiated,98.96,61.85,L1_auto
50258,1465,10189,not_substantiated,0.0,0.0,L2_analyst
50259,1476,10190,monitor,0.0,0.0,L1_auto
50260,1478,10191,substantiated,118.65,74.16,L2_analyst
50261,1482,10191,not_substantiated,0.0,0.0,L1_auto
50262,1491,10192,not_substantiated,0.0,0.0,L1_auto
50263,1495,10192,not_substantiated,0.0,0.0,L1_auto
50264,1497,10192,not_substantiated,0.0,0.0,L1_auto
50265,1535,10198,monitor,0.0,0.0,L1_auto
50266,1539,10200,monitor,0.0,0.0,L1_auto
50267,1540,10200,monitor,0.0,0.0,L2_analyst
50268,1544,10200,not_substantiated,0.0,0.0,L1_auto
50269,1545,10200,not_substantiated,0.0,0.0,L2_analyst
50270,1547,10201,monitor,0.0,0.0,L1_auto
50271,1556,10202,not_substantiated,0.0,0.0,L1_auto
50272,1563,10202,not_substantiated,0.0,0.0,L2_analyst
50273,1570,10203,monitor,0.0,0.0,L1_auto
50274,1572,10203,not_substantiated,0.0,0.0,L1_auto
50275,1573,10204,monitor,0.0,0.0,L3_specialist
50276,1579,10205,not_substantiated,0.0,0.0,L2_analyst
50277,1580,10205,not_substantiated,0.0,0.0,L2_analyst
50278,1588,10206,monitor,0.0,0.0,L1_auto
50279,1603,10209,substantiated,133.92,83.7,L3_specialist
50280,1618,10211,monitor,0.0,0.0,L1_auto
50281,1621,10211,substantiated,206.14,128.84,L1_auto
50282,1623,10212,monitor,0.0,0.0,L2_analyst
50283,1626,10212,not_substantiated,0.0,0.0,L2_analyst
50284,1629,10212,not_substantiated,0.0,0.0,L2_analyst
50285,1637,10214,substantiated,266.16,166.35,L2_analyst
50286,1638,10214,monitor,0.0,0.0,L2_analyst
50287,1639,10214,not_substantiated,0.0,0.0,L1_auto
50288,1654,10215,not_substantiated,0.0,0.0,L1_auto
50289,1663,10216,not_substantiated,0.0,0.0,L2_analyst
50290,1665,10217,not_substantiated,0.0,0.0,L2_analyst
50291,1676,10218,not_substantiated,0.0,0.0,L1_auto
50292,1679,10218,monitor,0.0,0.0,L1_auto
50293,1684,10218,substantiated,189.91,118.7,L3_specialist
50294,1688,10219,monitor,0.0,0.0,L1_auto
50295,1690,10219,monitor,0.0,0.0,L1_auto
50296,1703,10221,not_substantiated,0.0,0.0,L1_auto
50297,1704,10221,not_substantiated,0.0,0.0,L2_analyst
50298,1721,10223,monitor,0.0,0.0,L1_auto
50299,1730,10224,not_substantiated,0.0,0.0,L1_auto
50300,1735,10224,monitor,0.0,0.0,L2_analyst
50301,1738,10225,monitor,0.0,0.0,L2_analyst
50302,1742,10225,monitor,0.0,0.0,L1_auto
50303,1757,10227,monitor,0.0,0.0,L1_auto
50304,1760,10228,not_substantiated,0.0,0.0,L2_analyst
50305,1762,10228,not_substantiated,0.0,0.0,L1_auto
50306,1764,10228,not_substantiated,0.0,0.0,L3_specialist
50307,1767,10229,monitor,0.0,0.0,L2_analyst
50308,1783,10232,not_substantiated,0.0,0.0,L1_auto
50309,1784,10232,not_substantiated,0.0,0.0,L2_analyst
50310,1787,10232,not_substantiated,0.0,0.0,L1_auto
50311,1803,10233,not_substantiated,0.0,0.0,L1_auto
50312,1809,10234,not_substantiated,0.0,0.0,L3_specialist
50313,1812,10234,substantiated,206.33,128.96,L2_analyst
50314,1831,10237,monitor,0.0,0.0,L1_auto
50315,1843,10238,not_substantiated,0.0,0.0,L2_analyst
50316,1849,10239,substantiated,109.4,68.38,L1_auto
50317,1853,10239,not_substantiated,0.0,0.0,L1_auto
50318,1856,10240,monitor,0.0,0.0,L1_auto
50319,1859,10240,not_substantiated,0.0,0.0,L2_analyst
50320,1861,10241,not_substantiated,0.0,0.0,L2_analyst
50321,1872,10242,not_substantiated,0.0,0.0,L1_auto
50322,1882,10243,not_substantiated,0.0,0.0,L1_auto
50323,1886,10244,not_substantiated,0.0,0.0,L1_auto
50324,1900,10245,substantiated,36.98,23.12,L3_specialist
50325,1914,10247,not_substantiated,0.0,0.0,L1_auto
50326,1921,10248,monitor,0.0,0.0,L2_analyst
50327,1922,10248,not_substantiated,0.0,0.0,L1_auto
50328,1925,10249,not_substantiated,0.0,0.0,L1_auto
50329,1929,10249,substantiated,113.49,70.93,L2_analyst
50330,1933,10249,not_substantiated,0.0,0.0,L2_analyst
50331,1936,10250,substantiated,490.52,306.57,L2_analyst
50332,1942,10250,not_substantiated,0.0,0.0,L2_analyst
50333,1949,10251,not_substantiated,0.0,0.0,L2_analyst
50334,1978,10254,not_substantiated,0.0,0.0,L1_auto
50335,1979,10254,not_substantiated,0.0,0.0,L2_analyst
50336,1980,10254,not_substantiated,0.0,0.0,L1_auto
50337,1981,10255,not_substantiated,0.0,0.0,L1_auto
50338,1985,10255,substantiated,30.05,18.78,L2_analyst
50339,2001,10257,substantiated,112.34,70.21,L2_analyst
50340,2009,10258,monitor,0.0,0.0,L1_auto
50341,2013,10258,not_substantiated,0.0,0.0,L2_analyst
50342,2016,10259,monitor,0.0,0.0,L3_specialist
50343,2018,10259,monitor,0.0,0.0,L1_auto
50344,2042,10262,not_substantiated,0.0,0.0,L1_auto
50345,2044,10262,substantiated,123.82,77.39,L1_auto
50346,2052,10263,substantiated,103.74,64.84,L1_auto
50347,2066,10265,substantiated,108.76,67.97,L1_auto
50348,2072,10266,not_substantiated,0.0,0.0,L3_specialist
50349,2074,10266,not_substantiated,0.0,0.0,L2_analyst
50350,2077,10267,substantiated,186.78,116.74,L2_analyst
50351,2096,10270,not_substantiated,0.0,0.0,L1_auto
50352,2098,10270,not_substantiated,0.0,0.0,L2_analyst
50353,2099,10270,not_substantiated,0.0,0.0,L3_specialist
50354,2122,10272,not_substantiated,0.0,0.0,L2_analyst
50355,2134,10274,monitor,0.0,0.0,L1_auto
50356,2144,10277,not_substantiated,0.0,0.0,L1_auto
50357,2149,10278,monitor,0.0,0.0,L2_analyst
50358,2157,10279,not_substantiated,0.0,0.0,L2_analyst
50359,2158,10279,not_substantiated,0.0,0.0,L1_auto
50360,2164,10279,monitor,0.0,0.0,L1_auto
50361,2167,10280,not_substantiated,0.0,0.0,L2_analyst
50362,2172,10281,not_substantiated,0.0,0.0,L1_auto
50363,2173,10281,monitor,0.0,0.0,L1_auto
50364,2179,10281,substantiated,91.6,57.25,L1_auto
50365,2181,10281,monitor,0.0,0.0,L3_specialist
50366,2185,10282,monitor,0.0,0.0,L1_auto
50367,2196,10284,substantiated,184.67,115.42,L1_auto
50368,2201,10284,not_substantiated,0.0,0.0,L2_analyst
50369,2202,10284,not_substantiated,0.0,0.0,L1_auto
50370,2203,10285,not_substantiated,0.0,0.0,L1_auto
50371,2209,10285,substantiated,67.22,42.01,L1_auto
50372,2213,10286,not_substantiated,0.0,0.0,L2_analyst
50373,2216,10286,not_substantiated,0.0,0.0,L3_specialist
50374,2220,10287,not_substantiated,0.0,0.0,L1_auto
50375,2225,10287,not_substantiated,0.0,0.0,L1_auto
50376,2229,10288,substantiated,346.49,216.56,L2_analyst
50377,2231,10288,monitor,0.0,0.0,L1_auto
50378,2233,10288,not_substantiated,0.0,0.0,L2_analyst
50379,2235,10288,substantiated,86.51,54.07,L1_auto
50380,2240,10289,not_substantiated,0.0,0.0,L1_auto
50381,2253,10291,monitor,0.0,0.0,L1_auto
50382,2260,10292,not_substantiated,0.0,0.0,L2_analyst
50383,2261,10292,substantiated,153.76,96.1,L1_auto
50384,2271,10294,not_substantiated,0.0,0.0,L2_analyst
50385,2272,10294,monitor,0.0,0.0,L2_analyst
50386,2274,10294,not_substantiated,0.0,0.0,L1_auto
50387,2275,10294,not_substantiated,0.0,0.0,L1_auto
50388,2284,10295,monitor,0.0,0.0,L1_auto
50389,2288,10296,not_substantiated,0.0,0.0,L1_auto
50390,2290,10297,monitor,0.0,0.0,L3_specialist
50391,2304,10299,not_substantiated,0.0,0.0,L1_auto
50392,2307,10299,not_substantiated,0.0,0.0,L1_auto
50393,2309,10299,substantiated,264.18,165.11,L2_analyst
50394,2313,10300,monitor,0.0,0.0,L2_analyst
50395,2323,10301,substantiated,140.95,88.09,L1_auto
50396,2327,10302,monitor,0.0,0.0,L2_analyst
50397,2334,10303,not_substantiated,0.0,0.0,L1_auto
50398,2359,10307,not_substantiated,0.0,0.0,L1_auto
50399,2364,10308,not_substantiated,0.0,0.0,L1_auto
50400,2366,10308,not_substantiated,0.0,0.0,L2_analyst
50401,2372,10308,not_substantiated,0.0,0.0,L1_auto
50402,2378,10309,monitor,0.0,0.0,L1_auto
50403,2388,10310,substantiated,70.44,44.02,L1_auto
50404,2393,10310,not_substantiated,0.0,0.0,L1_auto
50405,2394,10310,not_substantiated,0.0,0.0,L1_auto
50406,2399,10311,not_substantiated,0.0,0.0,L1_auto
50407,2402,10311,monitor,0.0,0.0,L2_analyst
50408,2404,10312,monitor,0.0,0.0,L1_auto
50409,2408,10313,not_substantiated,0.0,0.0,L1_auto
50410,2410,10313,not_substantiated,0.0,0.0,L1_auto
50411,2414,10313,not_substantiated,0.0,0.0,L2_analyst
50412,2415,10313,substantiated,244.75,152.97,L3_specialist
50413,2431,10316,substantiated,296.13,185.08,L2_analyst
50414,2434,10316,monitor,0.0,0.0,L2_analyst
50415,2438,10317,not_substantiated,0.0,0.0,L1_auto
50416,2441,10317,not_substantiated,0.0,0.0,L2_analyst
50417,2443,10318,monitor,0.0,0.0,L3_specialist
50418,2448,10318,substantiated,132.0,82.5,L1_auto
50419,2454,10319,not_substantiated,0.0,0.0,L2_analyst
50420,2459,10320,substantiated,92.68,57.92,L1_auto
50421,2460,10321,monitor,0.0,0.0,L3_specialist
50422,2462,10321,substantiated,58.6,36.62,L3_specialist
50423,2470,10322,monitor,0.0,0.0,L2_analyst
50424,2471,10322,not_substantiated,0.0,0.0,L1_auto
50425,2476,10322,not_substantiated,0.0,0.0,L2_analyst
50426,2478,10323,monitor,0.0,0.0,L1_auto
50427,2492,10324,not_substantiated,0.0,0.0,L1_auto
50428,2513,10327,not_substantiated,0.0,0.0,L1_auto
50429,2527,10330,not_substantiated,0.0,0.0,L1_auto
50430,2538,10331,not_substantiated,0.0,0.0,L2_analyst
50431,2539,10332,not_substantiated,0.0,0.0,L1_auto
50432,2544,10332,monitor,0.0,0.0,L1_auto
50433,2547,10332,not_substantiated,0.0,0.0,L1_auto
50434,2553,10333,monitor,0.0,0.0,L3_specialist
50435,2562,10334,not_substantiated,0.0,0.0,L1_auto
50436,2581,10336,not_substantiated,0.0,0.0,L1_auto
50437,2596,10339,not_substantiated,0.0,0.0,L1_auto
50438,2605,10340,substantiated,97.41,60.88,L1_auto
50439,2609,10340,monitor,0.0,0.0,L2_analyst
50440,2615,10341,not_substantiated,0.0,0.0,L2_analyst
50441,2622,10342,monitor,0.0,0.0,L1_auto
50442,2626,10342,not_substantiated,0.0,0.0,L3_specialist
50443,2628,10342,not_substantiated,0.0,0.0,L2_analyst
50444,2630,10342,not_substantiated,0.0,0.0,L1_auto
50445,2633,10343,monitor,0.0,0.0,L2_analyst
50446,2639,10343,substantiated,444.73,277.96,L1_auto
50447,2644,10344,monitor,0.0,0.0,L1_auto
50448,2648,10344,not_substantiated,0.0,0.0,L2_analyst
50449,2651,10345,not_substantiated,0.0,0.0,L1_auto
50450,2658,10346,monitor,0.0,0.0,L2_analyst
50451,2676,10348,substantiated,77.58,48.49,L1_auto
50452,2677,10348,not_substantiated,0.0,0.0,L2_analyst
50453,2687,10350,not_substantiated,0.0,0.0,L2_analyst
50454,2688,10350,not_substantiated,0.0,0.0,L2_analyst
50455,2690,10350,not_substantiated,0.0,0.0,L2_analyst
50456,2693,10351,not_substantiated,0.0,0.0,L1_auto
50457,2701,10351,not_substantiated,0.0,0.0,L1_auto
50458,2702,10352,not_substantiated,0.0,0.0,L1_auto
50459,2706,10352,monitor,0.0,0.0,L2_analyst
50460,2707,10352,monitor,0.0,0.0,L2_analyst
50461,2711,10352,not_substantiated,0.0,0.0,L2_analyst
50462,2712,10352,monitor,0.0,0.0,L1_auto
50463,2723,10354,monitor,0.0,0.0,L2_analyst
50464,2725,10354,monitor,0.0,0.0,L1_auto
50465,2732,10355,not_substantiated,0.0,0.0,L1_auto
50466,2735,10355,not_substantiated,0.0,0.0,L1_auto
50467,2736,10355,not_substantiated,0.0,0.0,L1_auto
50468,2739,10355,not_substantiated,0.0,0.0,L1_auto
50469,2740,10355,not_substantiated,0.0,0.0,L1_auto
50470,2741,10356,substantiated,67.1,41.94,L1_auto
50471,2748,10357,not_substantiated,0.0,0.0,L1_auto
50472,2756,10358,not_substantiated,0.0,0.0,L1_auto
50473,2758,10358,monitor,0.0,0.0,L1_auto
50474,2762,10359,monitor,0.0,0.0,L1_auto
50475,2765,10359,monitor,0.0,0.0,L3_specialist
50476,2771,10360,not_substantiated,0.0,0.0,L2_analyst
50477,2774,10361,not_substantiated,0.0,0.0,L1_auto
50478,2786,10362,not_substantiated,0.0,0.0,L1_auto
