src_entity_type,src_entity_id,dst_entity_type,dst_entity_id,edge_type,weight
account,10041,device,201356,account_to_device,0.4718
account,10041,device,200295,account_to_device,0.9521
account,10042,device,200836,account_to_device,0.3927
account,10042,device,202031,account_to_device,0.8522
account,10042,device,200400,account_to_device,0.424
account,10042,device,202088,account_to_device,0.4453
account,10042,device,202498,account_to_device,0.1819
account,10043,device,202323,account_to_device,0.7404
account,10043,device,200264,account_to_device,0.9992
account,10043,device,200729,account_to_device,0.7401
account,10043,device,200899,account_to_device,0.1916
account,10043,device,200107,account_to_device,0.7396
account,10043,device,201213,account_to_device,0.7453
account,10043,device,201700,account_to_device,0.2015
account,10043,device,202464,account_to_device,0.9882
account,10043,device,201889,account_to_device,0.139
account,10043,device,201936,account_to_device,0.6729
account,10043,device,201996,account_to_device,0.9812
account,10044,device,202173,account_to_device,0.3998
account,10044,device,201559,account_to_device,0.1039
account,10045,device,202436,account_to_device,0.7908
account,10045,device,200265,account_to_device,0.8902
account,10045,device,201584,account_to_device,0.7641
account,10045,device,200070,account_to_device,0.8193
account,10046,device,200347,account_to_device,0.8479
account,10046,device,202286,account_to_device,0.4056
account,10046,device,200528,account_to_device,0.689
account,10046,device,202346,account_to_device,0.9533
account,10046,device,200141,account_to_device,0.7358
account,10046,device,200686,account_to_device,0.5342
account,10046,device,201194,account_to_device,0.327
account,10046,device,201834,account_to_device,0.711
account,10046,device,201256,account_to_device,0.6615
account,10046,device,201199,account_to_device,0.4931
account,10047,device,202391,account_to_device,0.1755
account,10047,device,201061,account_to_device,0.6428
account,10047,device,201567,account_to_device,0.3082
account,10047,device,202298,account_to_device,0.7635
account,10047,device,200591,account_to_device,0.4911
account,10047,device,200666,account_to_device,0.9925
account,10047,device,202138,account_to_device,0.9473
account,10048,device,201806,account_to_device,0.5791
account,10048,device,201127,account_to_device,0.5324
account,10048,device,201926,account_to_device,0.8947
account,10048,device,200247,account_to_device,0.7927
account,10048,device,201292,account_to_device,0.8947
account,10048,device,202097,account_to_device,0.3075
account,10048,device,200976,account_to_device,0.3889
account,10049,device,202437,account_to_device,0.3869
account,10049,device,200205,account_to_device,0.827
account,10049,device,201856,account_to_device,0.9132
account,10049,device,201576,account_to_device,0.9591
account,10049,device,202420,account_to_device,0.1283
account,10049,device,201961,account_to_device,0.9602
account,10049,device,201586,account_to_device,0.1519
account,10050,device,201093,account_to_device,0.3706
account,10050,device,201695,account_to_device,0.144
account,10050,device,202106,account_to_device,0.9172
account,10050,device,200170,account_to_device,0.3624
account,10050,device,200695,account_to_device,0.1724
account,10050,device,201679,account_to_device,0.2751
account,10050,device,200846,account_to_device,0.9935
account,10051,device,201497,account_to_device,0.1675
account,10051,device,202183,account_to_device,0.2262
account,10051,device,201924,account_to_device,0.9792
account,10051,device,200643,account_to_device,0.7442
account,10051,device,201561,account_to_device,0.7674
account,10051,device,201602,account_to_device,0.1966
account,10051,device,202007,account_to_device,0.4772
account,10051,device,200358,account_to_device,0.2979
account,10051,device,201443,account_to_device,0.7742
account,10051,device,200919,account_to_device,0.6534
account,10051,device,202362,account_to_device,0.6374
account,10052,device,201153,account_to_device,0.6784
account,10052,device,201446,account_to_device,0.9204
account,10052,device,201942,account_to_device,0.2237
account,10052,device,202254,account_to_device,0.2872
account,10052,device,200881,account_to_device,0.2205
account,10053,device,202318,account_to_device,0.2558
account,10053,device,201886,account_to_device,0.7078
account,10053,device,202413,account_to_device,0.2191
account,10054,device,200207,account_to_device,0.6281
account,10054,device,201998,account_to_device,0.6945
account,10054,device,202409,account_to_device,0.6331
account,10054,device,201126,account_to_device,0.4436
account,10054,device,202437,account_to_device,0.6836
account,10054,device,201593,account_to_device,0.7959
account,10054,device,201156,account_to_device,0.9179
account,10054,device,200173,account_to_device,0.3014
account,10054,device,201552,account_to_device,0.3952
account,10054,device,201134,account_to_device,0.1768
account,10054,device,201350,account_to_device,0.7154
account,10054,device,201807,account_to_device,0.1537
account,10055,device,201203,account_to_device,0.1776
account,10055,device,202440,account_to_device,0.6042
account,10055,device,200578,account_to_device,0.2278
account,10055,device,200444,account_to_device,0.2778
account,10055,device,200894,account_to_device,0.1355
account,10055,device,202324,account_to_device,0.9951
account,10055,device,201619,account_to_device,0.8742
account,10056,device,200533,account_to_device,0.6441
account,10056,device,201993,account_to_device,0.6271
account,10056,device,200066,account_to_device,0.5072
account,10056,device,200270,account_to_device,0.5625
account,10056,device,201615,account_to_device,0.3552
account,10057,device,200646,account_to_device,0.966
account,10057,device,201814,account_to_device,0.5394
account,10057,device,200435,account_to_device,0.1575
account,10057,device,201216,account_to_device,0.346
account,10058,device,202341,account_to_device,0.3324
account,10058,device,200303,account_to_device,0.6572
account,10058,device,201353,account_to_device,0.9803
account,10058,device,201127,account_to_device,0.3768
account,10058,device,201031,account_to_device,0.4112
account,10058,device,200555,account_to_device,0.7453
account,10058,device,202370,account_to_device,0.4893
account,10058,device,201523,account_to_device,0.7722
account,10058,device,201417,account_to_device,0.627
account,10058,device,202015,account_to_device,0.891
account,10059,device,200794,account_to_device,0.2756
account,10059,device,200728,account_to_device,0.1505
account,10059,device,200529,account_to_device,0.7727
account,10059,device,200630,account_to_device,0.4125
account,10059,device,202179,account_to_device,0.1822
account,10059,device,202431,account_to_device,0.681
account,10059,device,201264,account_to_device,0.5792
account,10059,device,200235,account_to_device,0.8338
account,10059,device,202234,account_to_device,0.8516
account,10059,device,201064,account_to_device,0.2381
account,10059,device,200568,account_to_device,0.8481
account,10060,device,201600,account_to_device,0.5628
account,10060,device,200388,account_to_device,0.9942
account,10060,device,200378,account_to_device,0.9352
account,10060,device,201136,account_to_device,0.1434
account,10060,device,200652,account_to_device,0.3005
account,10060,device,201485,account_to_device,0.4541
account,10060,device,201230,account_to_device,0.2892
account,10060,device,202063,account_to_device,0.1646
account,10060,device,200261,account_to_device,0.3111
account,10060,device,201424,account_to_device,0.1316
account,10061,device,201974,account_to_device,0.7054
account,10061,device,201983,account_to_device,0.4251
account,10061,device,200309,account_to_device,0.7512
account,10061,device,201539,account_to_device,0.6883
account,10062,device,202498,account_to_device,0.5041
account,10062,device,201655,account_to_device,0.8424
account,10062,device,200516,account_to_device,0.3714
account,10062,device,202480,account_to_device,0.7992
account,10062,device,200497,account_to_device,0.1433
account,10062,device,200466,account_to_device,0.4005
account,10063,device,201867,account_to_device,0.4285
account,10063,device,200170,account_to_device,0.9155
account,10063,device,201860,account_to_device,0.1724
account,10063,device,201659,account_to_device,0.9525
account,10063,device,200793,account_to_device,0.3295
account,10063,device,200189,account_to_device,0.6272
account,10063,device,202194,account_to_device,0.5644
account,10063,device,200200,account_to_device,0.5839
account,10063,device,200027,account_to_device,0.5763
account,10063,device,202045,account_to_device,0.7501
account,10064,device,202387,account_to_device,0.9775
account,10064,device,201448,account_to_device,0.3721
account,10064,device,202259,account_to_device,0.7079
account,10065,device,201124,account_to_device,0.2818
account,10065,device,201872,account_to_device,0.7316
account,10065,device,200056,account_to_device,0.8389
account,10066,device,201853,account_to_device,0.7581
account,10066,device,201658,account_to_device,0.8848
account,10066,device,200002,account_to_device,0.4845
account,10066,device,201463,account_to_device,0.9548
account,10066,device,200195,account_to_device,0.6045
account,10066,device,201541,account_to_device,0.9023
account,10066,device,201405,account_to_device,0.4148
account,10066,device,202270,account_to_device,0.7708
account,10067,device,202272,account_to_device,0.3505
account,10067,device,201635,account_to_device,0.357
account,10067,device,202248,account_to_device,0.5458
account,10067,device,201230,account_to_device,0.6512
account,10067,device,201056,account_to_device,0.2221
account,10067,device,201702,account_to_device,0.4046
account,10067,device,202017,account_to_device,0.6168
account,10067,device,201649,account_to_device,0.3335
account,10067,device,201187,account_to_device,0.2718
account,10067,device,200751,account_to_device,0.4062
account,10067,device,202123,account_to_device,0.6378
account,10067,device,200663,account_to_device,0.8066
account,10068,device,202038,account_to_device,0.2629
account,10068,device,201693,account_to_device,0.6404
account,10068,device,201025,account_to_device,0.1392
account,10068,device,202173,account_to_device,0.2641
account,10068,device,202121,account_to_device,0.8
account,10068,device,201296,account_to_device,0.3345
account,10068,device,200548,account_to_device,0.1485
account,10068,device,200831,account_to_device,0.199
account,10068,device,202328,account_to_device,0.585
account,10068,device,200738,account_to_device,0.5474
account,10068,device,202021,account_to_device,0.147
account,10069,device,200582,account_to_device,0.431
account,10069,device,202490,account_to_device,0.668
account,10069,device,200119,account_to_device,0.6301
account,10069,device,201401,account_to_device,0.5927
account,10069,device,202476,account_to_device,0.9209
account,10069,device,200788,account_to_device,0.5999
account,10069,device,201337,account_to_device,0.9672
account,10069,device,200858,account_to_device,0.2416
account,10070,device,201917,account_to_device,0.4233
account,10070,device,202345,account_to_device,0.5896
account,10070,device,201397,account_to_device,0.8468
account,10070,device,201138,account_to_device,0.9646
account,10070,device,200555,account_to_device,0.6354
account,10070,device,200986,account_to_device,0.5582
account,10070,device,202481,account_to_device,0.3818
account,10070,device,201666,account_to_device,0.919
account,10070,device,200260,account_to_device,0.7011
account,10070,device,201172,account_to_device,0.7728
account,10071,device,200337,account_to_device,0.7471
account,10071,device,200212,account_to_device,0.2294
account,10071,device,200839,account_to_device,0.1662
account,10071,device,200422,account_to_device,0.4583
account,10071,device,200544,account_to_device,0.829
account,10071,device,200957,account_to_device,0.7791
account,10072,device,200302,account_to_device,0.2422
account,10072,device,200939,account_to_device,0.881
account,10072,device,202339,account_to_device,0.8065
account,10072,device,200179,account_to_device,0.621
account,10073,device,200226,account_to_device,0.7057
account,10073,device,202215,account_to_device,0.3417
account,10073,device,202234,account_to_device,0.9068
account,10073,device,201200,account_to_device,0.144
account,10073,device,200651,account_to_device,0.2621
account,10073,device,201361,account_to_device,0.511
account,10073,device,200641,account_to_device,0.2219
account,10073,device,200272,account_to_device,0.7518
account,10073,device,200460,account_to_device,0.352
account,10074,device,201312,account_to_device,0.4811
account,10074,device,201100,account_to_device,0.9463
account,10074,device,200355,account_to_device,0.1873
account,10074,device,202461,account_to_device,0.6773
account,10075,device,200546,account_to_device,0.2872
account,10075,device,201831,account_to_device,0.245
account,10075,device,201374,account_to_device,0.5138
account,10075,device,201693,account_to_device,0.3159
account,10075,device,202447,account_to_device,0.4599
account,10075,device,201766,account_to_device,0.7593
account,10075,device,201676,account_to_device,0.2642
account,10075,device,200801,account_to_device,0.9055
account,10075,device,200794,account_to_device,0.3354
account,10075,device,200019,account_to_device,0.2805
account,10075,device,201372,account_to_device,0.6457
account,10075,device,202304,account_to_device,0.5101
account,10075,device,200754,account_to_device,0.6354
account,10075,device,201009,account_to_device,0.7461
account,10075,device,201925,account_to_device,0.3442
account,10076,device,201242,account_to_device,0.5943
account,10076,device,200033,account_to_device,0.3705
account,10076,device,200773,account_to_device,0.2678
account,10076,device,200704,account_to_device,0.9098
account,10076,device,200922,account_to_device,0.5809
account,10076,device,200971,account_to_device,0.8341
account,10076,device,201053,account_to_device,0.4187
account,10076,device,200537,account_to_device,0.5585
account,10076,device,200212,account_to_device,0.3848
account,10076,device,201508,account_to_device,0.7518
account,10076,device,202489,account_to_device,0.7062
account,10077,device,200452,account_to_device,0.2075
account,10077,device,201340,account_to_device,0.9697
account,10077,device,201099,account_to_device,0.4085
account,10077,device,200654,account_to_device,0.2343
account,10077,device,201866,account_to_device,0.8608
account,10077,device,202381,account_to_device,0.1336
account,10077,device,201298,account_to_device,0.4519
account,10077,device,201472,account_to_device,0.266
account,10078,device,201557,account_to_device,0.1866
account,10078,device,202451,account_to_device,0.8349
account,10078,device,201120,account_to_device,0.1286
account,10078,device,201562,account_to_device,0.356
account,10078,device,202496,account_to_device,0.9547
account,10078,device,201766,account_to_device,0.4931
account,10078,device,200540,account_to_device,0.9557
account,10078,device,201581,account_to_device,0.23
account,10079,device,201834,account_to_device,0.5276
account,10079,device,200782,account_to_device,0.6429
account,10079,device,200711,account_to_device,0.2777
account,10079,device,200281,account_to_device,0.379
account,10079,device,201209,account_to_device,0.6891
account,10079,device,202150,account_to_device,0.1111
account,10079,device,200940,account_to_device,0.9559
account,10079,device,202418,account_to_device,0.325
account,10079,device,200794,account_to_device,0.5837
account,10080,device,201402,account_to_device,0.5018
account,10080,device,201732,account_to_device,0.5179
account,10080,device,201943,account_to_device,0.6183
account,10080,device,200968,account_to_device,0.8767
account,10080,device,200246,account_to_device,0.8013
account,10080,device,201735,account_to_device,0.2891
account,10080,device,200906,account_to_device,0.8849
account,10081,device,202188,account_to_device,0.7666
account,10081,device,200043,account_to_device,0.1012
account,10081,device,201468,account_to_device,0.1965
account,10081,device,201664,account_to_device,0.3473
account,10081,device,201036,account_to_device,0.4052
account,10081,device,202192,account_to_device,0.4737
account,10081,device,200581,account_to_device,0.3017
account,10081,device,200954,account_to_device,0.6729
account,10082,device,201633,account_to_device,0.1529
account,10082,device,200419,account_to_device,0.8968
account,10082,device,201226,account_to_device,0.8902
account,10082,device,200905,account_to_device,0.951
account,10082,device,201157,account_to_device,0.5847
account,10082,device,201539,account_to_device,0.5767
account,10082,device,200205,account_to_device,0.8594
account,10083,device,201836,account_to_device,0.9751
account,10083,device,202164,account_to_device,0.1023
account,10083,device,201273,account_to_device,0.5303
account,10083,device,201916,account_to_device,0.1929
account,10083,device,201517,account_to_device,0.5861
account,10083,device,202456,account_to_device,0.9168
account,10083,device,200254,account_to_device,0.1177
account,10083,device,201809,account_to_device,0.7533
account,10084,device,201046,account_to_device,0.9714
account,10084,device,201815,account_to_device,0.3743
account,10084,device,200333,account_to_device,0.2716
account,10084,device,201234,account_to_device,0.5539
account,10084,device,201278,account_to_device,0.9151
account,10084,device,201857,account_to_device,0.1489
account,10084,device,200269,account_to_device,0.9399
account,10084,device,200019,account_to_device,0.4518
account,10085,device,202367,account_to_device,0.2058
account,10085,device,200508,account_to_device,0.8979
account,10085,device,201440,account_to_device,0.9239
account,10085,device,201812,account_to_device,0.9741
account,10085,device,200490,account_to_device,0.2475
account,10085,device,201027,account_to_device,0.6318
account,10086,device,201500,account_to_device,0.744
account,10086,device,200450,account_to_device,0.5118
account,10086,device,201044,account_to_device,0.8763
account,10086,device,200165,account_to_device,0.4121
account,10086,device,201343,account_to_device,0.8104
account,10086,device,200614,account_to_device,0.6654
account,10086,device,201573,account_to_device,0.9781
