transaction_id,account_id,timestamp,amount,merchant_category,merchant_risk,counterparty_account_id,channel,channel_risk,device_id,device_risk,geo_hash,geo_distance_score,device_seen_before,geo_seen_before,failed_logins_24h,new_payee_recent,shared_counterparty_risk,num_linked_accounts,label_fraud,label_ato
114,10013,2025-03-08 16:16:38,106.95,grocery,0.1,10940,card_present,0.1,202188,0.1616,CHC,0.9981,1,1,0,0,0.0406,1,0,0
115,10013,2025-03-11 03:35:55,651.14,electronics,0.4,10070,bank_transfer,0.55,201741,0.1477,AKL,0.9335,1,1,0,0,0.1274,1,0,0
116,10013,2025-03-27 08:10:43,116.3,grocery,0.1,10356,ecommerce,0.45,201798,0.1957,CHC,0.0323,1,1,0,0,0.0753,1,0,0
117,10014,2025-01-02 19:50:57,398.97,retail,0.2,10492,bank_transfer,0.55,202035,0.2106,SYD,0.7347,1,1,1,1,0.5912,1,0,0
118,10014,2025-01-05 16:09:00,697.23,grocery,0.1,12031,mobile_app,0.25,201506,0.2391,SYD,0.0883,1,1,0,0,0.1851,2,0,0
119,10014,2025-01-14 08:03:46,346.57,electronics,0.4,13076,bank_transfer,0.55,200229,0.1003,CHC,0.101,1,1,2,0,0.0098,1,0,0
120,10014,2025-01-15 07:55:47,212.47,grocery,0.1,11140,ecommerce,0.45,202119,0.122,AKL,0.5713,1,1,1,0,0.0018,1,0,0
121,10014,2025-01-22 15:30:15,472.43,retail,0.2,10692,card_present,0.1,201770,0.1362,AKL,0.0165,1,0,0,0,0.2202,1,1,0
122,10014,2025-01-27 12:29:02,393.03,retail,0.2,12146,mobile_app,0.25,200846,0.2971,WLG,0.1631,1,1,1,1,0.1815,1,0,0
123,10014,2025-01-28 07:54:39,344.0,grocery,0.1,13036,bank_transfer,0.55,200580,0.4109,CHC,0.8892,1,1,0,0,0.0925,1,0,0
124,10014,2025-02-08 15:02:03,334.48,retail,0.2,12852,bank_transfer,0.55,201073,0.28,AKL,0.0699,1,1,0,0,0.0672,1,0,0
125,10014,2025-02-14 04:17:00,477.92,electronics,0.4,12476,card_present,0.1,200446,0.1025,WLG,0.0091,1,1,0,0,0.1496,1,0,0
126,10014,2025-02-27 21:52:47,190.72,electronics,0.4,10424,bank_transfer,0.55,200293,0.1131,AKL,0.6419,1,1,0,0,0.132,3,0,0
127,10014,2025-03-03 02:58:00,225.61,grocery,0.1,12032,bank_transfer,0.55,201201,0.0835,WLG,0.7409,0,1,0,0,0.5074,1,0,0
128,10014,2025-03-12 19:50:36,252.23,retail,0.2,12982,card_present,0.1,200927,0.2305,CHC,0.9918,0,1,0,0,0.0841,2,0,0
129,10015,2025-01-02 09:56:30,391.83,electronics,0.4,12002,mobile_app,0.25,200798,0.2404,AKL,0.4828,1,0,0,0,0.1684,1,0,0
130,10015,2025-02-04 21:04:23,226.32,retail,0.2,11645,bank_transfer,0.55,202366,0.3768,CHC,0.5404,1,1,0,0,0.3151,1,0,0
131,10015,2025-02-04 21:31:45,706.49,cash_transfer,0.75,11998,ecommerce,0.45,200868,0.3419,CHC,0.7538,1,1,1,0,0.1121,1,0,0
132,10015,2025-02-08 14:49:34,165.64,grocery,0.1,13097,mobile_app,0.25,202210,0.155,DUD,0.1543,1,1,0,0,0.0249,1,0,0
133,10015,2025-02-19 03:01:15,135.94,grocery,0.1,12477,card_present,0.1,201781,0.0021,WLG,0.6565,1,1,0,0,0.1755,3,0,0
134,10015,2025-03-01 12:27:58,135.19,grocery,0.1,11905,mobile_app,0.25,201659,0.0849,DUD,0.2843,1,1,0,0,0.1171,2,0,0
135,10015,2025-03-10 10:49:07,618.24,grocery,0.1,10591,bank_transfer,0.55,200907,0.2295,SYD,0.2678,1,1,0,0,0.0539,1,0,0
136,10015,2025-03-25 14:36:48,128.9,grocery,0.1,11363,card_present,0.1,200896,0.1,AKL,0.2944,1,1,0,0,0.086,1,0,0
137,10016,2025-01-08 08:45:01,163.7,grocery,0.1,10456,ecommerce,0.45,200031,0.2268,SYD,0.6251,1,1,0,0,0.2988,1,0,0
138,10016,2025-01-22 11:40:16,231.64,travel,0.35,12894,mobile_app,0.25,201295,0.1159,CHC,0.219,1,1,1,0,0.1326,2,0,0
139,10016,2025-02-06 11:34:00,60.67,grocery,0.1,13037,bank_transfer,0.55,201184,0.0165,AKL,0.1332,1,1,0,0,0.428,1,0,0
140,10016,2025-02-28 19:50:10,249.44,grocery,0.1,11323,mobile_app,0.25,201145,0.1113,DUD,0.2572,1,1,0,0,0.0866,1,0,0
141,10016,2025-03-04 02:22:46,95.94,grocery,0.1,11408,card_present,0.1,201301,0.2478,CHC,0.6963,1,1,1,1,0.0406,2,0,0
142,10016,2025-03-15 07:16:32,233.08,grocery,0.1,12117,ecommerce,0.45,202040,0.1165,WLG,0.9472,1,1,0,0,0.0259,1,0,0
143,10017,2025-01-29 18:37:35,246.41,grocery,0.1,11196,ecommerce,0.45,201372,0.1755,AKL,0.2747,0,1,1,0,0.0704,2,0,1
144,10017,2025-02-05 18:15:12,613.82,cash_transfer,0.75,10372,ecommerce,0.45,202367,0.0929,CHC,0.071,0,1,0,0,0.0377,1,0,0
145,10017,2025-02-14 03:24:55,151.31,grocery,0.1,10553,bank_transfer,0.55,200426,0.275,DUD,0.7892,1,1,0,0,0.1312,2,0,0
146,10017,2025-02-17 18:20:00,207.31,grocery,0.1,11100,ecommerce,0.45,200418,0.3105,AKL,0.643,1,1,0,0,0.2398,2,0,0
147,10017,2025-02-26 05:37:06,454.2,retail,0.2,12164,mobile_app,0.25,200288,0.0917,DUD,0.3224,0,1,0,0,0.0622,1,0,0
148,10017,2025-02-28 04:38:08,536.97,electronics,0.4,11589,bank_transfer,0.55,201953,0.1921,WLG,0.0838,1,1,1,0,0.2473,1,0,0
149,10017,2025-02-28 05:06:31,142.16,grocery,0.1,10063,mobile_app,0.25,200473,0.3754,WLG,0.5284,1,1,1,0,0.1777,1,0,0
150,10017,2025-03-23 03:24:11,392.78,electronics,0.4,11570,ecommerce,0.45,201915,0.176,WLG,0.0012,1,1,0,0,0.0405,1,0,0
151,10017,2025-03-23 18:56:52,267.09,grocery,0.1,13184,ecommerce,0.45,201464,0.0389,AKL,0.6954,1,1,1,0,0.1546,2,0,0
152,10017,2025-03-29 09:43:55,392.25,retail,0.2,10216,ecommerce,0.45,200797,0.1339,CHC,0.2787,1,1,1,0,0.2463,2,0,0
153,10018,2025-01-25 11:50:45,271.78,retail,0.2,10988,mobile_app,0.25,200840,0.1493,AKL,0.8431,1,1,0,0,0.3632,1,0,0
154,10018,2025-02-15 15:32:17,316.3,retail,0.2,12356,card_present,0.1,202267,0.238,WLG,0.9463,1,0,0,0,0.3201,1,0,0
155,10018,2025-03-02 19:51:20,354.84,retail,0.2,12180,card_present,0.1,202055,0.1113,WLG,0.2441,1,1,1,0,0.2939,3,0,0
156,10018,2025-03-03 12:39:40,410.37,travel,0.35,11162,card_present,0.1,200056,0.2152,CHC,0.1723,1,1,0,0,0.0343,2,0,0
157,10018,2025-03-10 02:39:56,254.25,grocery,0.1,10490,ecommerce,0.45,201582,0.4053,SYD,0.868,1,1,3,0,0.1127,1,0,0
158,10018,2025-03-25 20:41:11,237.25,grocery,0.1,12576,bank_transfer,0.55,202292,0.3755,AKL,0.4254,1,0,0,0,0.1317,1,0,0
159,10019,2025-02-10 00:46:14,1132.11,cash_transfer,0.75,12466,ecommerce,0.45,202394,0.1683,AKL,0.3114,1,1,0,0,0.1435,1,0,0
160,10019,2025-02-12 06:52:04,244.4,retail,0.2,12351,ecommerce,0.45,200361,0.03,WLG,0.4747,1,1,0,0,0.1459,1,0,0
161,10019,2025-02-13 12:31:43,133.01,grocery,0.1,11998,card_present,0.1,202348,0.1774,MEL,0.7834,0,0,1,0,0.1647,1,0,0
162,10019,2025-02-27 02:28:17,217.83,retail,0.2,11652,ecommerce,0.45,202190,0.7456,WLG,0.1561,1,1,0,0,0.1977,1,0,0
163,10020,2025-01-15 13:15:54,246.66,retail,0.2,11799,card_present,0.1,202303,0.1317,WLG,0.9965,1,1,0,0,0.2355,1,0,0
164,10020,2025-01-21 22:16:04,574.39,travel,0.35,11606,ecommerce,0.45,201444,0.1738,MEL,0.3812,1,1,1,0,0.1014,1,0,0
165,10020,2025-02-23 22:52:11,916.39,crypto,0.8,10624,mobile_app,0.25,201436,0.1063,AKL,0.2876,1,1,1,0,0.1422,1,0,0
166,10020,2025-03-02 15:05:21,220.08,grocery,0.1,12192,ecommerce,0.45,200572,0.0709,WLG,0.5835,1,1,1,1,0.0112,1,0,0
167,10021,2025-01-12 10:36:19,96.32,retail,0.2,12841,card_present,0.1,201321,0.4209,SYD,0.7963,1,1,0,0,0.0885,1,0,0
168,10021,2025-01-24 01:02:47,379.65,retail,0.2,12872,ecommerce,0.45,201757,0.2426,WLG,0.4063,1,1,1,0,0.3914,1,0,0
169,10021,2025-01-24 13:44:58,286.22,grocery,0.1,11668,ecommerce,0.45,200255,0.013,CHC,0.0541,1,0,0,0,0.0982,1,0,0
170,10021,2025-01-28 22:47:09,70.55,grocery,0.1,11323,mobile_app,0.25,201245,0.123,DUD,0.0101,1,1,0,0,0.0983,1,0,0
171,10021,2025-02-12 03:46:57,447.83,electronics,0.4,13165,mobile_app,0.25,200702,0.1155,CHC,0.7946,1,1,0,0,0.0292,1,0,0
172,10021,2025-02-23 09:27:51,184.16,grocery,0.1,10796,ecommerce,0.45,200301,0.0325,WLG,0.6943,1,1,0,0,0.0774,1,0,0
173,10021,2025-03-01 02:34:48,311.84,electronics,0.4,12398,ecommerce,0.45,201248,0.0888,AKL,0.556,1,1,0,0,0.1321,1,0,0
174,10021,2025-03-08 16:06:52,226.19,retail,0.2,11436,ecommerce,0.45,200366,0.0216,WLG,0.6624,1,1,1,0,0.1572,1,0,0
175,10021,2025-03-21 04:58:58,314.26,retail,0.2,12818,ecommerce,0.45,200679,0.1598,CHC,0.4797,1,1,0,0,0.3153,2,0,0
